id,query
eb23455d-9d29-4e56-b7c1-383a71e1e4cc,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed investment management firm in Thailand, recently onboarded a new high-net-worth client, Mr. A, introduced by an overseas intermediary. Mr. A instructed ABC Asset Management to invest THB 200 million, which was transferred from an offshore account located in a jurisdiction identified as high-risk by the Financial Action Task Force (FATF). The funds were split into several large investments in low-liquidity Thai securities. Shortly after, Mr. A requested ABC Asset Management to liquidate a significant portion of these assets and transfer the proceeds to multiple unrelated accounts in different countries, including some flagged as high-risk for money laundering. ABC Asset Management’s compliance officer noticed inconsistencies in Mr. A’s stated source of wealth and found anomalies in the pattern of investment and redemption instructions. Senior management is under pressure to execute the client’s orders quickly to maintain the business relationship, but the compliance team is concerned about potential money laundering risks. What is the MOST appropriate action for ABC Asset Management to take in accordance with the Bank of Thailand (BOT) anti-money laundering regulations and ethical standards?

Options:
A. Cancel the relationship with Mr. A immediately and return all funds without reporting to any authorities, citing internal ethical concerns.
B. Delay the transactions by asking Mr. A for more documentary evidence of his source of wealth, but continue processing his redemption and transfer requests in the meantime.
C. Proceed with Mr. A’s liquidation and transfer instructions to avoid losing the client, but increase ongoing monitoring of his account and document all unusual activities for future reference.
D. Immediately escalate the case to the Anti-Money Laundering Office (AMLO) by submitting a Suspicious Transaction Report (STR), suspend further transactions until the case is reviewed, and inform senior management of the regulatory requirements.
"
b0f3c24c-849e-4de9-896b-a3c0b7baa649,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: 'There is no discernible link between planning and performance'. Who is this position held by?
Answer Choices: A: Michael Porter, B: Milton Friedman, C: Gary Hamel, D: Henry Mintzberg 
Answer:"
b67007a5-e402-44f3-8310-a03e82aae300,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed financial institution in Thailand, is planning to launch a new digital wealth management platform that will allow clients to invest and manage portfolios online. During the pre-launch phase, an internal audit reveals that the system's data encryption protocols are outdated and do not comply with the latest Bank of Thailand (BOT) cybersecurity guidelines. Additionally, the Chief Technology Officer (CTO) argues that upgrading the encryption will delay the launch by two months, resulting in significant lost revenue and competitive disadvantage. The CEO is considering either proceeding with the current system and upgrading later, only partially upgrading the most critical systems, or fully upgrading as per BOT guidelines before launch. Meanwhile, an external consultant suggests that simply informing clients of the risks and obtaining their consent could mitigate liability. As an investment professional on the compliance team, which course of action is most appropriate under BOT cybersecurity regulations and ethical principles?

Options:
A. Advise that the launch must be delayed until all systems are compliant with BOT cybersecurity guidelines, ensuring full data encryption and protection before going live.
B. Proceed with the launch as planned and provide clients with a risk disclosure statement to obtain their consent regarding the current encryption limitations.
C. Recommend launching as scheduled but only upgrade encryption on systems deemed most critical to client data, with a plan to upgrade the rest post-launch.
D. Launch as planned but create a contingency plan for rapid upgrade if a cybersecurity incident occurs, relying on post-incident remediation.
"
07b70d56-3738-4458-b9c6-b49dc48b3541,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management plans to launch a new structured fund, the ABC Capital Protected Fund, which promises partial capital protection with potential returns linked to a foreign equity index. The marketing team is eager to meet a tight launch deadline and prepares promotional materials highlighting the fund’s best-case scenario returns, using back-tested performance data from the past five years. The materials mention that returns are 'subject to market risk' in small print at the end. However, the team omits detailed disclosures about: 1) the underlying investment risks, 2) the calculation methodology for the back-tested results, and 3) all fees and charges associated with the fund. Mr. A, the Compliance Officer, reviews the materials but feels pressured to approve them due to management’s urgency. He is aware that the Securities and Exchange Commission (SEC) Thailand has specific rules regarding disclosure for investment products, especially structured funds, and is concerned about potential regulatory and ethical violations. What is the most appropriate course of action for Mr. A to ensure compliance with SEC disclosure requirements and uphold ethical standards?

Options:
A. Refuse to approve the marketing materials and advise the team to revise them to include clear, prominent, and comprehensive disclosures on investment risks, back-tested performance methodology, and all associated fees and charges, in line with SEC requirements.
B. Approve the materials with a written warning to the team about potential disclosure gaps, but proceed as management instructed due to the tight deadline.
C. Approve the marketing materials as they are, since the statement about market risk is included, and address any SEC concerns only if they are raised post-launch.
D. Approve the materials after verbally informing the marketing team to make minor tweaks to the wording of the risk statement, but without requiring additional disclosures, to avoid delaying the launch.
"
53be4f07-fab4-4536-bc89-044a480d0e67,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Suppose that an expansionary fiscal policy leads to a large increase in real output and a small increase in the price level. From this it can be inferred that
Answer Choices: A: inflation had already impacted the economy before the fiscal stimulus., B: the economy initially had some unemployed resources., C: aggregate supply decreased., D: aggregate demand is steeply sloped. 
Answer:"
052dd83c-9e8e-47f3-880d-d89a08c9da5e,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management is a licensed fund manager in Thailand and maintains client investment accounts with XYZ Bank, a commercial bank under the supervision of the Bank of Thailand (BOT). Recently, Mr. B, a retail investor, complained that his account statements from XYZ Bank had not reflected a large withdrawal he made three weeks ago. Upon internal review, ABC Asset Management discovered that XYZ Bank's customer service department had mistakenly delayed processing the transaction due to an internal system upgrade. Additionally, during the complaint process, Mr. B was pressured by a bank staff member to withdraw his complaint in exchange for a 'special investment offer'. As the compliance officer for ABC Asset Management, you must determine the correct course of action to ensure both regulatory compliance and ethical conduct regarding customer protection rules under the BOT's oversight. Which of the following steps BEST ensures compliance with BOT regulations and ethical standards?

Options:
A. Advise Mr. B to accept the special investment offer from XYZ Bank as compensation, but only if he formally withdraws his complaint and agrees not to pursue the issue further.
B. Instruct Mr. B to file a lawsuit against XYZ Bank, while ABC Asset Management refrains from further involvement to avoid conflict of interest.
C. Wait until the next routine regulatory review to disclose the incident, as it is likely a one-time system error, and focus on updating ABC Asset Management’s internal complaint procedures.
D. Immediately report the incident to the BOT, ensure the transaction is processed without further delay, and require XYZ Bank to compensate Mr. B for any financial loss, while documenting the incident and reviewing XYZ Bank’s customer protection policies.
"
ca9322b9-83ac-445c-b797-0c0491b99411,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management is an investment firm managing mutual funds for retail investors. Over a period of two weeks, Mr. A, a senior portfolio manager at ABC, instructed his team to place frequent buy and sell orders for shares of XYZ Electronics, a listed company on the Stock Exchange of Thailand. These trades were often executed at prices slightly above the prevailing market price and involved relatively low volumes, but were timed to coincide with the end of the trading day. Mr. A’s stated objective was to create the appearance of increased demand and maintain a higher closing price for XYZ Electronics, as a significant portion of ABC’s fund performance bonuses were tied to month-end valuations. Later, an internal compliance officer discovered these trading patterns and raised concerns about potential regulatory breaches. Mr. A argued that all trades were real, involved genuine fund assets, and no false information was disseminated to the market or clients. What is the most appropriate course of action for ABC Asset Management, in accordance with SEC Thailand regulations and ethical standards regarding market manipulation and fair trading practices?

Options:
A. ABC should immediately halt the trading activities in question, conduct an internal investigation, self-report to the SEC Thailand, and review its compensation structures to discourage such practices in the future.
B. ABC should quietly reprimand Mr. A internally, but not report the issue externally, as the trades did not result in direct financial losses to investors.
C. ABC should instruct portfolio managers to ensure higher trading volumes in future to avoid regulatory scrutiny, as small trades are more likely to attract attention.
D. ABC should argue that since no false information was released and all trades involved actual assets, there was no manipulation, and therefore, no further action is required.
"
e32c85f9-6dca-46fb-bae4-7b1e929e8304,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Who was a major protagonist of utilitarianism?
Answer Choices: A: John Stuart Mill, B: Thomas Hobbes, C: Karl Marx, D: Adam Smith 
Answer:"
14a8a716-b488-4848-944a-558f54c1e08a,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: The City of Windemere decided to construct several large windmills to generate electrical power. The construction was financed through a general residential property tax levy for the next ten years. Utility revenues are intended to offset all expenses associated with the windmills. The land for the windmills was donated to the city by a local farmer. The land from the farmer should be reported in which fund type?
Answer Choices: A: Special revenue., B: Capital projects., C: Enterprise., D: Permanent. 
Answer:"
9cd693df-44be-42b3-bd28-1dfb7e8f88ed,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Carson owned 40% of the outstanding stock of a C corporation. During a tax year, the corporation reported $400,000 in taxable income and distributed a total of $70,000 in cash dividends to its shareholders. Carson accurately reported $28,000 in gross income on Carson’s individual tax return. If the corporation had been an S corporation and the distributions to the owners had been proportionate, how much income would Carson have reported on Carson’s individual return?
Answer Choices: A: $28,000, B: $132,000, C: $160,000, D: $188,000 
Answer:"
c6c767fc-efd3-4f39-a79f-0aab65ebbac9,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: It is a monetarist point of view that
Answer Choices: A: monetary policy should be used to fine-tune the economy, B: crowding out is not a problem, C: the money supply should be increased steadily, D: the velocity of money is unstable 
Answer:"
63010eac-025c-4be8-bb45-d7b4cbdbea0a,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which of these situations is not an example of price discrimination?
Answer Choices: A: Brent works nights, so he chooses to buy bread at 7 a.m. rather than at 7 p.m., B: Bob and Nancy each receive a ""$1 off"" coupon in the mail, but Bob redeems it while Nancy does not., C: Katie buys 12 Cokes for $3, and Josh buys one Coke at a time for $1., D: Velma likes to go to the movies at the lower afternoon matinee price, and Rosemary would rather pay more for the evening show. 
Answer:"
99aa42a2-8b0c-498e-9df2-11f3e5050776,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management is preparing to launch a new structured fund targeting retail investors in Thailand. The fund offers exposure to foreign equities and includes a complex derivative component that could significantly affect returns under certain market conditions. During product development, Mr. A, the Fund Manager, expresses concern that the draft prospectus does not clearly explain the derivative risk and the scenarios under which investors could lose a substantial portion of their principal. The compliance officer, Ms. B, argues that including technical details might confuse retail clients and suggests only including a simple risk warning. However, the marketing team is eager to expedite the launch and proposes proceeding with the prospectus as-is, given it meets the minimum disclosure template. You are an independent compliance consultant asked to review the disclosure and advise on the proper course of action under Thai SEC regulations and ethical standards. What is the BEST approach to ensure regulatory compliance and uphold ethical responsibility in this case?

Options:
A. Require ABC Asset Management to revise the prospectus to include clear and comprehensive explanations of the derivative risks, potential loss scenarios, and ensure disclosures are understandable to retail investors, even if this delays the fund launch.
B. Approve the prospectus as long as it contains the minimum required risk warning statement, since excessive detail may overwhelm retail investors and the template is technically compliant.
C. Permit the launch with the current prospectus, and instruct sales staff to verbally explain the complex risks during sales pitches, relying on their professional judgment.
D. Suggest a compromise by providing basic derivative risk disclosure in the main document and offering a supplementary risk guide for those who request it, thus balancing transparency and simplicity.
"
8bdaa88e-7426-40cc-8e74-366f75db77a5,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed fund manager in Thailand, recently launched a new digital platform allowing retail investors to create investment profiles and receive personalized fund recommendations. To enhance its services, ABC seeks to collaborate with XYZ Analytics, a third-party fintech vendor, to analyze investor behavior and optimize marketing strategies. ABC plans to share detailed client transaction data, contact information, and investment preferences with XYZ Analytics. Mr. A, the Chief Compliance Officer, expresses concern that sharing this data may expose the firm to Personal Data Protection Act (PDPA) risks. The Marketing Director argues that the firm's standard client agreement, signed at onboarding, contains a general data usage clause, which she believes is sufficient consent to proceed. The Board asks for your opinion as the Compliance Advisor on the proper course of action under Thai law and ethical standards.

Options:
A. ABC can proceed without further client consent since the standard client agreement includes a general data usage clause, provided that XYZ Analytics signs a non-disclosure agreement to protect the data.
B. ABC should anonymize all client data before sharing with XYZ Analytics, and as long as the data is anonymized, there is no need to inform clients or update the privacy notice.
C. ABC can share the data with XYZ Analytics as long as it obtains approval from the Board and notifies the SEC, since the PDPA does not apply to financial institutions already regulated by the SEC.
D. ABC must obtain specific, informed consent from clients before sharing their personal data with XYZ Analytics, as the existing general clause is not sufficient under the PDPA. Additionally, ABC should conduct a due diligence review of XYZ Analytics' data protection measures and update its privacy notice to clearly inform clients of the new data sharing arrangement.
"
aa6b1b87-34e3-4b67-9fbc-a55a6b2af6a6,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which of the following areas is not covered by the principles enshrined in the UN Global Compact?
Answer Choices: A: Human rights, B: Labour, C: Commercial performance, D: Anti-corruption 
Answer:"
8fafdfe8-7ef5-45c1-8283-c9d94915d04d,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed investment management firm in Thailand, recently onboarded a new institutional client, Sunrise Holdings Ltd., registered in a high-risk jurisdiction for money laundering. During the onboarding process, the Compliance Officer, Ms. B, noticed that Sunrise Holdings' ultimate beneficial owner (UBO) was a trust structure with beneficiaries that could not be clearly identified based on the documents provided. Despite this, the Head of Sales, Mr. C, insisted on expediting the onboarding due to a lucrative investment mandate. Ms. B raised her concerns with the Compliance Committee but was pressured to proceed, as Sunrise Holdings provided a letter from a foreign law firm certifying the trust's legitimacy. The transaction was approved and Sunrise Holdings subsequently transferred a large sum, which was quickly allocated across multiple funds. A month later, the Bank of Thailand (BOT) requested information regarding the source of funds and UBO identification as part of a sector-wide AML review. What should ABC Asset Management have done to ensure compliance with BOT's AML requirements and ethical standards?

Options:
A. ABC Asset Management should have delayed onboarding Sunrise Holdings until the UBO could be clearly identified and verified, even if it meant losing the business opportunity, as per BOT AML requirements.
B. ABC Asset Management could have onboarded Sunrise Holdings but should have immediately filed a Suspicious Transaction Report (STR) with the Anti-Money Laundering Office (AMLO) after the transaction, in case of future concerns.
C. ABC Asset Management should have accepted the foreign law firm's letter and proceeded with onboarding, as legal certification from a foreign professional is sufficient evidence under Thai AML regulations.
D. ABC Asset Management could have completed onboarding but restricted all transactions until BOT's sector-wide review was completed and Sunrise Holdings provided further clarifications.
"
ebd5d7c2-3153-4e06-afca-71fed1f24c34,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed fund management company in Thailand, manages several mutual funds. Mr. B, a senior portfolio manager at ABC, notices unusually low trading volumes in shares of XYZ Plc., a small-cap listed company. Believing that higher liquidity could attract more investors, Mr. B orchestrates a series of coordinated buy and sell orders between two funds under his management to create the appearance of active trading in XYZ shares. Over a two-week period, the funds repeatedly trade XYZ shares among themselves at prices slightly above market, with no change in the overall net position. Mr. B does not disclose this activity to the compliance department, nor does he notify clients of these trades. Soon after, external investors begin purchasing XYZ shares at higher prices, believing that the increased volumes reflect genuine market interest. 

Upon internal review, the compliance officer discovers the pattern and confronts Mr. B, who argues that his intention was to benefit clients by increasing liquidity. The compliance officer must determine the appropriate response, considering both the legal and ethical implications under Thai SEC regulations regarding market manipulation and fair trading practices.

Which of the following is the MOST appropriate course of action for the compliance officer?

Options:
A. Ignore the incident because the trades were between funds managed by ABC and did not result in losses to any client.
B. Report the incident to the SEC as a potential violation of market manipulation rules, initiate an internal disciplinary process against Mr. B, and implement enhanced monitoring to prevent recurrence.
C. Accept Mr. B’s explanation since the intent was to increase liquidity, but issue a warning to avoid similar activities in the future.
D. Only inform the clients affected by the trades and let them decide if further action is necessary, as no direct financial harm has been shown.
"
c0f8b091-95aa-4ac9-b08f-f812a5f7b5f8,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: The primary focus of microeconomics is
Answer Choices: A: families and how they make money., B: firms and how they make profits., C: individual units within the overall economy., D: government. 
Answer:"
ec7802de-94fd-46f9-8c05-eb4644465131,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: According Carroll what four categories or aspects can corporate social responsibility be broken down into?
Answer Choices: A: Political, Legal, Ethical and Philanthropic, B: Economic, Legal, Ethical and Philanthropic, C: Economic, Legal, Cultural and Philanthropic, D: Economic, Legal, Ethical and Environmental 
Answer:"
458050dc-92aa-4861-82c1-442069f8b6ff,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which one of the following political leaders could not be termed a 'transformational' leader?
Answer Choices: A: Margaret Thatcher, B: Mikhail Gorbachov, C: Nelson Mandela, D: Bill Clinton 
Answer:"
8ecfce58-561a-4b7f-982f-af4407174937,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question:  Fees paid by advertisers to online companies that refer qualified potential customers or provide consumer information where the consumer opts in to being contacted by a marketer. This is referred to as:
Answer Choices: A: Lead generation., B: Search., C: Rich media., D: Social media marketing. 
Answer:"
6861f3dc-eeb5-4fb5-a697-9bd290b21439,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Functional structures help to create...
Answer Choices: A: teamwork, B: specialisation, C: project work groups, D: multi-skilled employees 
Answer:"
e696199c-f2b7-47a0-a6eb-1a2f65ecac4d,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which of the following shifts the production possibilities frontier outward?
Answer Choices: A: A decrease in the price level., B: An increase in labor productivity., C: An increase in the money supply., D: A decrease in the unemployment rate. 
Answer:"
4188098a-676e-41bf-956d-e9769d45553d,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which one of the following is the most appropriate definition of a 99% confidence interval?
Answer Choices: A: 99% of the time in repeated samples, the interval would contain the true value of the parameter, B: 99% of the time in repeated samples, the interval would contain the estimated value of the parameter, C: 99% of the time in repeated samples, the null hypothesis will be rejected, D: 99% of the time in repeated samples, the null hypothesis will not be rejected when it was false 
Answer:"
6bfb0c4b-8464-4bfb-bc96-689624fd767e,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: Which of the following is true for a firm operating under perfect competition in the long run?
Answer Choices: A: The firm will engage in non-price competition., B: The firm will realize economic profits., C: The firm will incur economic losses., D: The firm will realize zero economic profits. 
Answer:"
4dfb6b69-3510-4d68-83df-f98644f30e88,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: How does lateral communication in an organisation occur?
Answer Choices: A: Information passes upwards., B: Information passes downwards., C: Information is a two-way process., D: Information passes between different departments and functions. 
Answer:"
82fc1ce2-22da-40e7-ad5f-a1938ee9e1b5,"Read the questions and answers carefully, and choose the one you think is appropriate among the three options A, B and C.
Q: ABC Asset Management, a licensed investment firm in Thailand, is planning to launch a new robo-advisory platform for retail investors. During the development phase, the company’s IT team proposes to use a cloud-based analytics service hosted outside Thailand to process and analyze sensitive client data, including investment profiles, transaction histories, and personal identification information. The marketing department suggests that anonymized client transaction data be shared with a third-party fintech partner for AI-driven product recommendations. Meanwhile, the compliance officer points out that the Personal Data Protection Act B.E. 2562 (PDPA) and SEC regulations must be followed, especially regarding data transfer, consent, and client confidentiality. Senior management is under pressure to launch quickly and wants to delegate responsibility for data privacy compliance to the fintech partner via contract. What is the MOST appropriate course of action for ABC Asset Management to ensure compliance with PDPA and relevant SEC regulations, while addressing ethical concerns?

Options:
A. Rely on contractual agreements with the fintech partner to transfer all compliance responsibilities, since the partner is the data processor and therefore legally liable for any data breaches or misuse under PDPA.
B. Store all client data on local servers in Thailand and forbid any data transfer or sharing with external parties, even if anonymized, to fully eliminate any compliance risks and avoid the need for client consent.
C. Proceed with data sharing and cloud processing as planned, provided that data is anonymized prior to transfer, as anonymized data is exempt from PDPA and SEC requirements.
D. Obtain explicit consent from clients for international data transfers and third-party sharing, ensure all data is anonymized before sharing, perform a Data Protection Impact Assessment (DPIA), and maintain direct oversight and accountability for data privacy compliance, even when outsourcing to partners.
"
3b991e02-2162-42e6-83be-d9d80f3084eb,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: How many parameters will be required to be estimated in total for all equations of a standard form, unrestricted, tri-variate VAR(4), ignoring the intercepts?
Answer Choices: A: 12, B: 4, C: 3, D: 36 
Answer:"
1460c369-2282-432d-a63a-e72033a84551,"Answer the question with the appropriate options A, B, C and D. Please respond with the exact answer A, B, C or D only. Do not be verbose or provide extra information. 
Question: If $1000 is deposited into a checking account and excess reserves increase by $700 the reserve ratio must be:
Answer Choices: A: 70%., B: 30%., C: 40%., D: 90%. 
Answer:"
